location,date,tmean_f,HDD,CDD,tmin,tmax,tavg,prcp,snow
Houston_TX,2021-05-26,78.62,0.0,13.62,21.7,31.1,25.9,0.0,0.0
Houston_TX,2021-05-27,80.42,0.0,15.42,22.8,32.8,26.9,0.0,0.0
Houston_TX,2021-05-28,79.7,0.0,14.7,21.1,30.6,26.5,1.5,0.0
Houston_TX,2021-05-29,78.98,0.0,13.98,20.6,32.8,26.1,0.8,0.0
Houston_TX,2021-05-30,78.08,0.0,13.08,21.7,29.4,25.6,0.8,0.0
Houston_TX,2021-05-31,77.54,0.0,12.54,21.7,30.6,25.3,0.0,0.0
Houston_TX,2021-06-01,79.34,0.0,14.34,22.2,29.4,26.3,2.0,0.0
Houston_TX,2021-06-02,78.44,0.0,13.44,20.0,32.8,25.8,95.8,0.0
Houston_TX,2021-06-03,74.12,0.0,9.12,21.1,31.1,23.4,30.7,0.0
Houston_TX,2021-06-04,73.4,0.0,8.4,21.1,26.7,23.0,0.0,0.0
Houston_TX,2021-06-05,77.0,0.0,12.0,21.7,31.1,25.0,6.1,0.0
Houston_TX,2021-06-06,78.62,0.0,13.62,21.7,32.8,25.9,0.0,0.0
Houston_TX,2021-06-07,84.2,0.0,19.2,26.1,32.8,29.0,0.0,0.0
Houston_TX,2021-06-08,85.64,0.0,20.64,27.2,33.9,29.8,0.3,0.0
Houston_TX,2021-06-09,86.18,0.0,21.18,26.7,35.0,30.1,0.0,0.0
Houston_TX,2021-06-10,84.92,0.0,19.92,25.0,34.4,29.4,0.0,0.0
Houston_TX,2021-06-11,84.92,0.0,19.92,25.0,35.0,29.4,0.0,0.0
Houston_TX,2021-06-12,86.18,0.0,21.18,24.4,36.7,30.1,0.0,0.0
Houston_TX,2021-06-13,88.52,0.0,23.52,27.2,37.2,31.4,0.0,0.0
Houston_TX,2021-06-14,87.62,0.0,22.62,24.4,36.7,30.9,0.0,0.0
Houston_TX,2021-06-15,86.9,0.0,21.9,22.2,36.7,30.5,9.4,0.0
Houston_TX,2021-06-16,81.14,0.0,16.14,21.7,36.1,27.3,0.0,0.0
Houston_TX,2021-06-17,85.28,0.0,20.28,23.9,34.4,29.6,0.0,0.0
Houston_TX,2021-06-18,82.58,0.0,17.58,22.8,33.9,28.1,0.0,0.0
Houston_TX,2021-06-19,85.1,0.0,20.1,23.3,36.1,29.5,0.0,0.0
Houston_TX,2021-06-20,84.56,0.0,19.56,23.9,34.4,29.2,0.0,0.0
Houston_TX,2021-06-21,84.74,0.0,19.74,25.0,33.9,29.3,0.0,0.0
Houston_TX,2021-06-22,82.22,0.0,17.22,24.4,33.9,27.9,8.1,0.0
Houston_TX,2021-06-23,84.2,0.0,19.2,24.4,34.4,29.0,8.9,0.0
Houston_TX,2021-06-24,85.82,0.0,20.82,25.0,34.4,29.9,0.3,0.0
Houston_TX,2021-06-25,85.82,0.0,20.82,25.0,35.6,29.9,0.0,0.0
Houston_TX,2021-06-26,84.56,0.0,19.56,25.6,33.9,29.2,15.5,0.0
Houston_TX,2021-06-27,80.96,0.0,15.96,23.9,30.6,27.2,38.1,0.0
Houston_TX,2021-06-28,77.18,0.0,12.18,23.3,26.7,25.1,19.6,0.0
Houston_TX,2021-06-29,77.36,0.0,12.36,23.3,28.9,25.2,2.3,0.0
Houston_TX,2021-06-30,81.14,0.0,16.14,23.9,33.3,27.3,0.0,0.0
Houston_TX,2021-07-01,82.94,0.0,17.94,23.9,33.9,28.3,0.0,0.0
Houston_TX,2021-07-02,84.56,0.0,19.56,24.4,35.6,29.2,0.0,0.0
Houston_TX,2021-07-03,80.06,0.0,15.06,24.4,30.0,26.7,3.0,0.0
Houston_TX,2021-07-04,80.06,0.0,15.06,23.9,32.2,26.7,3.0,0.0
Houston_TX,2021-07-05,78.26,0.0,13.26,23.9,30.6,25.7,0.3,0.0
Houston_TX,2021-07-06,80.24,0.0,15.24,23.9,31.1,26.8,2.8,0.0
Houston_TX,2021-07-07,79.16,0.0,14.16,22.8,32.2,26.2,1.3,0.0
Houston_TX,2021-07-08,78.44,0.0,13.44,23.3,27.2,25.8,14.5,0.0
Houston_TX,2021-07-09,75.2,0.0,10.2,21.1,26.7,24.0,31.5,0.0
Houston_TX,2021-07-10,81.86,0.0,16.86,24.4,33.9,27.7,0.0,0.0
Houston_TX,2021-07-11,83.84,0.0,18.84,25.0,33.9,28.8,0.0,0.0
Houston_TX,2021-07-12,82.58,0.0,17.58,22.2,32.2,28.1,10.9,0.0
Houston_TX,2021-07-13,79.34,0.0,14.34,22.8,34.4,26.3,0.0,0.0
Houston_TX,2021-07-14,79.34,0.0,14.34,22.2,33.3,26.3,0.0,0.0
Houston_TX,2021-07-15,81.32,0.0,16.32,24.4,32.8,27.4,4.6,0.0
Houston_TX,2021-07-16,82.76,0.0,17.76,22.8,33.3,28.2,7.6,0.0
Houston_TX,2021-07-17,85.28,0.0,20.28,24.4,35.0,29.6,0.0,0.0
Houston_TX,2021-07-18,84.56,0.0,19.56,24.4,35.0,29.2,0.0,0.0
Houston_TX,2021-07-19,86.36,0.0,21.36,25.6,35.6,30.2,0.0,0.0
Houston_TX,2021-07-20,82.22,0.0,17.22,25.0,32.8,27.9,0.0,0.0
Houston_TX,2021-07-21,82.76,0.0,17.76,24.4,33.9,28.2,0.0,0.0
Houston_TX,2021-07-22,82.76,0.0,17.76,23.9,33.9,28.2,0.0,0.0
Houston_TX,2021-07-23,85.28,0.0,20.28,25.0,36.1,29.6,0.0,0.0
Houston_TX,2021-07-24,87.08,0.0,22.08,25.0,36.7,30.6,0.0,0.0
Houston_TX,2021-07-25,86.36,0.0,21.36,24.4,36.1,30.2,0.0,0.0
Houston_TX,2021-07-26,87.08,0.0,22.08,25.0,37.2,30.6,0.0,0.0
Houston_TX,2021-07-27,87.26,0.0,22.26,23.9,36.1,30.7,0.0,0.0
Houston_TX,2021-07-28,82.94,0.0,17.94,22.2,35.6,28.3,0.0,0.0
Houston_TX,2021-07-29,87.62,0.0,22.62,26.1,36.1,30.9,0.0,0.0
Houston_TX,2021-07-30,86.18,0.0,21.18,26.1,36.1,30.1,0.0,0.0
Houston_TX,2021-07-31,85.28,0.0,20.28,25.0,36.7,29.6,0.0,0.0
Houston_TX,2021-08-01,87.44,0.0,22.44,26.1,36.7,30.8,0.0,0.0
Houston_TX,2021-08-02,86.72,0.0,21.72,26.7,33.9,30.4,0.0,0.0
Houston_TX,2021-08-03,84.38,0.0,19.38,25.6,35.0,29.1,0.0,0.0
Houston_TX,2021-08-04,84.56,0.0,19.56,26.1,33.3,29.2,0.0,0.0
Houston_TX,2021-08-05,81.86,0.0,16.86,23.9,31.7,27.7,0.3,0.0
Houston_TX,2021-08-06,81.5,0.0,16.5,23.9,34.4,27.5,0.5,0.0
Houston_TX,2021-08-07,83.84,0.0,18.84,24.4,36.1,28.8,0.0,0.0
